air_store_id,visit_date,visitors,day_of_week,holiday_flg,month,day,year,week_of_year,day_of_week_num,is_weekend,air_genre_name,air_area_name,latitude,longitude,reserved_visitors_sum,reservation_count,reserved_visitors_mean,avg_reserve_lead_days,has_reservation_data,visitors_lag_1,visitors_lag_7,visitors_lag_14,visitors_lag_28,visitors_rolling_7_mean,visitors_rolling_14_mean,visitors_rolling_28_mean
air_36bcf77d3382d36e,2016-11-03,44,Thursday,1,11,3,2016,44,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,23.0,16.0,25.0,16.0,33.857142857142854,28.571428571428573,30.571428571428573
air_36bcf77d3382d36e,2016-11-04,23,Friday,0,11,4,2016,44,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,44.0,23.0,22.0,28.0,37.857142857142854,29.928571428571427,31.571428571428573
air_36bcf77d3382d36e,2016-11-05,59,Saturday,0,11,5,2016,44,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,23.0,55.0,43.0,55.0,37.857142857142854,30.0,31.392857142857142
air_36bcf77d3382d36e,2016-11-06,40,Sunday,0,11,6,2016,44,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,59.0,64.0,24.0,55.0,38.42857142857143,31.142857142857142,31.535714285714285
air_36bcf77d3382d36e,2016-11-07,9,Monday,0,11,7,2016,45,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,40.0,39.0,10.0,41.0,35.0,32.285714285714285,31.0
air_36bcf77d3382d36e,2016-11-08,20,Tuesday,0,11,8,2016,45,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,9.0,17.0,25.0,14.0,30.714285714285715,32.214285714285715,29.857142857142858
air_36bcf77d3382d36e,2016-11-09,15,Wednesday,0,11,9,2016,45,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,20.0,23.0,14.0,17.0,31.142857142857142,31.857142857142858,30.071428571428573
air_36bcf77d3382d36e,2016-11-10,12,Thursday,0,11,10,2016,45,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,15.0,44.0,16.0,13.0,30.0,31.928571428571427,30.0
air_36bcf77d3382d36e,2016-11-11,25,Friday,0,11,11,2016,45,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,12.0,23.0,23.0,71.0,25.428571428571427,31.642857142857142,29.964285714285715
air_36bcf77d3382d36e,2016-11-12,44,Saturday,0,11,12,2016,45,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,25.0,59.0,55.0,54.0,25.714285714285715,31.785714285714285,28.321428571428573
air_36bcf77d3382d36e,2016-11-13,48,Sunday,0,11,13,2016,45,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,44.0,40.0,64.0,45.0,23.571428571428573,31.0,27.964285714285715
air_36bcf77d3382d36e,2016-11-14,17,Monday,0,11,14,2016,46,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,48.0,9.0,39.0,7.0,24.714285714285715,29.857142857142858,28.071428571428573
air_36bcf77d3382d36e,2016-11-15,22,Tuesday,0,11,15,2016,46,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,17.0,20.0,17.0,17.0,25.857142857142858,28.285714285714285,28.428571428571427
air_36bcf77d3382d36e,2016-11-16,26,Wednesday,0,11,16,2016,46,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,22.0,15.0,23.0,23.0,26.142857142857142,28.642857142857142,28.607142857142858
air_36bcf77d3382d36e,2016-11-17,18,Thursday,0,11,17,2016,46,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,26.0,12.0,44.0,25.0,27.714285714285715,28.857142857142858,28.714285714285715
air_36bcf77d3382d36e,2016-11-18,24,Friday,0,11,18,2016,46,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,18.0,25.0,23.0,22.0,28.571428571428573,27.0,28.464285714285715
air_36bcf77d3382d36e,2016-11-19,51,Saturday,0,11,19,2016,46,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,24.0,44.0,59.0,43.0,28.428571428571427,27.071428571428573,28.535714285714285
air_36bcf77d3382d36e,2016-11-20,34,Sunday,0,11,20,2016,46,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,51.0,48.0,40.0,24.0,29.428571428571427,26.5,28.821428571428573
air_36bcf77d3382d36e,2016-11-21,14,Monday,0,11,21,2016,47,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,34.0,17.0,9.0,10.0,27.428571428571427,26.071428571428573,29.178571428571427
air_36bcf77d3382d36e,2016-11-22,18,Tuesday,0,11,22,2016,47,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,14.0,22.0,20.0,25.0,27.0,26.428571428571427,29.321428571428573
air_36bcf77d3382d36e,2016-11-23,29,Wednesday,1,11,23,2016,47,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,18.0,26.0,15.0,14.0,26.428571428571427,26.285714285714285,29.071428571428573
air_36bcf77d3382d36e,2016-11-24,20,Thursday,0,11,24,2016,47,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,29.0,18.0,12.0,16.0,26.857142857142858,27.285714285714285,29.607142857142858
air_36bcf77d3382d36e,2016-11-25,59,Friday,0,11,25,2016,47,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,20.0,24.0,25.0,23.0,27.142857142857142,27.857142857142858,29.75
air_36bcf77d3382d36e,2016-11-26,60,Saturday,0,11,26,2016,47,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,59.0,51.0,44.0,55.0,32.142857142857146,30.285714285714285,31.035714285714285
air_36bcf77d3382d36e,2016-11-27,55,Sunday,0,11,27,2016,47,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,60.0,34.0,48.0,64.0,33.42857142857143,31.428571428571427,31.214285714285715
air_36bcf77d3382d36e,2016-11-28,17,Monday,0,11,28,2016,48,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,55.0,14.0,17.0,39.0,36.42857142857143,31.928571428571427,30.892857142857142
air_36bcf77d3382d36e,2016-11-29,26,Tuesday,0,11,29,2016,48,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,17.0,18.0,22.0,17.0,36.857142857142854,31.928571428571427,30.107142857142858
air_36bcf77d3382d36e,2016-11-30,13,Wednesday,0,11,30,2016,48,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,26.0,29.0,26.0,23.0,38.0,32.214285714285715,30.428571428571427
air_36bcf77d3382d36e,2016-12-01,18,Thursday,0,12,1,2016,48,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,13.0,20.0,18.0,44.0,35.714285714285715,31.285714285714285,30.071428571428573
air_36bcf77d3382d36e,2016-12-02,19,Friday,0,12,2,2016,48,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,18.0,59.0,24.0,23.0,35.42857142857143,31.285714285714285,29.142857142857142
air_36bcf77d3382d36e,2016-12-03,60,Saturday,0,12,3,2016,48,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,19.0,60.0,51.0,59.0,29.714285714285715,30.928571428571427,29.0
air_36bcf77d3382d36e,2016-12-04,60,Sunday,0,12,4,2016,48,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,60.0,55.0,34.0,40.0,29.714285714285715,31.571428571428573,29.035714285714285
air_36bcf77d3382d36e,2016-12-05,31,Monday,0,12,5,2016,49,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,60.0,17.0,14.0,9.0,30.428571428571427,33.42857142857143,29.75
air_36bcf77d3382d36e,2016-12-06,24,Tuesday,0,12,6,2016,49,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,31.0,26.0,18.0,20.0,32.42857142857143,34.642857142857146,30.535714285714285
air_36bcf77d3382d36e,2016-12-07,18,Wednesday,0,12,7,2016,49,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,24.0,13.0,29.0,15.0,32.142857142857146,35.07142857142857,30.678571428571427
air_36bcf77d3382d36e,2016-12-08,15,Thursday,0,12,8,2016,49,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,18.0,18.0,20.0,12.0,32.857142857142854,34.285714285714285,30.785714285714285
air_36bcf77d3382d36e,2016-12-09,26,Friday,0,12,9,2016,49,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,15.0,19.0,59.0,25.0,32.42857142857143,33.92857142857143,30.892857142857142
air_36bcf77d3382d36e,2016-12-10,78,Saturday,0,12,10,2016,49,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,26.0,60.0,60.0,44.0,33.42857142857143,31.571428571428573,30.928571428571427
air_36bcf77d3382d36e,2016-12-11,60,Sunday,0,12,11,2016,49,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,78.0,60.0,55.0,48.0,36.0,32.857142857142854,32.142857142857146
air_36bcf77d3382d36e,2016-12-12,10,Monday,0,12,12,2016,50,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,60.0,31.0,17.0,17.0,36.0,33.214285714285715,32.57142857142857
air_36bcf77d3382d36e,2016-12-13,15,Tuesday,0,12,13,2016,50,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,10.0,24.0,26.0,22.0,33.0,32.714285714285715,32.32142857142857
air_36bcf77d3382d36e,2016-12-14,19,Wednesday,0,12,14,2016,50,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,15.0,18.0,13.0,26.0,31.714285714285715,31.928571428571427,32.07142857142857
air_36bcf77d3382d36e,2016-12-15,25,Thursday,0,12,15,2016,50,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,19.0,15.0,18.0,18.0,31.857142857142858,32.357142857142854,31.821428571428573
air_36bcf77d3382d36e,2016-12-16,23,Friday,0,12,16,2016,50,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,25.0,26.0,19.0,24.0,33.285714285714285,32.857142857142854,32.07142857142857
air_36bcf77d3382d36e,2016-12-17,65,Saturday,0,12,17,2016,50,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,23.0,78.0,60.0,51.0,32.857142857142854,33.142857142857146,32.035714285714285
air_36bcf77d3382d36e,2016-12-18,32,Sunday,0,12,18,2016,50,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,65.0,60.0,60.0,34.0,31.0,33.5,32.535714285714285
air_36bcf77d3382d36e,2016-12-19,19,Monday,0,12,19,2016,51,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,32.0,10.0,31.0,14.0,27.0,31.5,32.464285714285715
air_36bcf77d3382d36e,2016-12-20,15,Tuesday,0,12,20,2016,51,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,19.0,15.0,24.0,18.0,28.285714285714285,30.642857142857142,32.642857142857146
air_36bcf77d3382d36e,2016-12-21,24,Wednesday,0,12,21,2016,51,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,15.0,19.0,18.0,29.0,28.285714285714285,30.0,32.535714285714285
air_36bcf77d3382d36e,2016-12-22,33,Thursday,0,12,22,2016,51,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,24.0,25.0,15.0,20.0,29.0,30.428571428571427,32.357142857142854
air_36bcf77d3382d36e,2016-12-23,64,Friday,1,12,23,2016,51,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,33.0,23.0,26.0,59.0,30.142857142857142,31.714285714285715,32.82142857142857
air_36bcf77d3382d36e,2016-12-24,81,Saturday,0,12,24,2016,51,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,64.0,65.0,78.0,60.0,36.0,34.42857142857143,33.0
air_36bcf77d3382d36e,2016-12-25,55,Sunday,0,12,25,2016,51,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,81.0,32.0,60.0,55.0,38.285714285714285,34.642857142857146,33.75
air_36bcf77d3382d36e,2016-12-26,22,Monday,0,12,26,2016,52,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,55.0,19.0,10.0,17.0,41.57142857142857,34.285714285714285,33.75
air_36bcf77d3382d36e,2016-12-27,19,Tuesday,0,12,27,2016,52,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,22.0,15.0,15.0,26.0,42.0,35.142857142857146,33.92857142857143
air_36bcf77d3382d36e,2016-12-28,36,Wednesday,0,12,28,2016,52,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,19.0,24.0,19.0,13.0,42.57142857142857,35.42857142857143,33.67857142857143
air_36bcf77d3382d36e,2016-12-29,37,Thursday,1,12,29,2016,52,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,36.0,33.0,25.0,18.0,44.285714285714285,36.642857142857146,34.5
air_36bcf77d3382d36e,2016-12-30,37,Friday,1,12,30,2016,52,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,37.0,64.0,23.0,19.0,44.857142857142854,37.5,35.17857142857143
air_36bcf77d3382d36e,2016-12-31,60,Saturday,1,12,31,2016,52,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,37.0,81.0,65.0,60.0,41.0,38.5,35.82142857142857
air_36bcf77d3382d36e,2017-01-01,55,Sunday,1,1,1,2017,52,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,60.0,55.0,32.0,60.0,38.0,38.142857142857146,35.82142857142857
air_36bcf77d3382d36e,2017-01-02,27,Monday,1,1,2,2017,1,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,55.0,22.0,19.0,31.0,38.0,39.785714285714285,35.642857142857146
air_36bcf77d3382d36e,2017-01-03,16,Tuesday,1,1,3,2017,1,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,27.0,19.0,15.0,24.0,38.714285714285715,40.357142857142854,35.5
air_36bcf77d3382d36e,2017-01-04,23,Wednesday,0,1,4,2017,1,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,16.0,36.0,24.0,18.0,38.285714285714285,40.42857142857143,35.214285714285715
air_36bcf77d3382d36e,2017-01-05,28,Thursday,0,1,5,2017,1,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,23.0,37.0,33.0,15.0,36.42857142857143,40.357142857142854,35.392857142857146
air_36bcf77d3382d36e,2017-01-06,21,Friday,0,1,6,2017,1,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,28.0,37.0,64.0,26.0,35.142857142857146,40.0,35.857142857142854
air_36bcf77d3382d36e,2017-01-07,39,Saturday,0,1,7,2017,1,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,21.0,60.0,81.0,78.0,32.857142857142854,36.92857142857143,35.67857142857143
air_36bcf77d3382d36e,2017-01-08,41,Sunday,0,1,8,2017,1,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,39.0,55.0,55.0,60.0,29.857142857142858,33.92857142857143,34.285714285714285
air_36bcf77d3382d36e,2017-01-09,33,Monday,1,1,9,2017,2,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,41.0,27.0,22.0,10.0,27.857142857142858,32.92857142857143,33.607142857142854
air_36bcf77d3382d36e,2017-01-11,12,Wednesday,0,1,11,2017,2,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,33.0,16.0,19.0,15.0,28.714285714285715,33.714285714285715,34.42857142857143
air_36bcf77d3382d36e,2017-01-12,16,Thursday,0,1,12,2017,2,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,12.0,23.0,36.0,19.0,28.142857142857142,33.214285714285715,34.32142857142857
air_36bcf77d3382d36e,2017-01-13,16,Friday,0,1,13,2017,2,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,16.0,28.0,37.0,25.0,27.142857142857142,31.785714285714285,34.214285714285715
air_36bcf77d3382d36e,2017-01-14,55,Saturday,0,1,14,2017,2,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,16.0,21.0,37.0,23.0,25.428571428571427,30.285714285714285,33.892857142857146
air_36bcf77d3382d36e,2017-01-15,55,Sunday,0,1,15,2017,2,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,55.0,39.0,60.0,65.0,30.285714285714285,31.571428571428573,35.035714285714285
air_36bcf77d3382d36e,2017-01-16,17,Monday,0,1,16,2017,3,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,55.0,41.0,55.0,32.0,32.57142857142857,31.214285714285715,34.67857142857143
air_36bcf77d3382d36e,2017-01-17,19,Tuesday,0,1,17,2017,3,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,17.0,33.0,27.0,19.0,29.142857142857142,28.5,34.142857142857146
air_36bcf77d3382d36e,2017-01-18,25,Wednesday,0,1,18,2017,3,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,19.0,12.0,16.0,15.0,27.142857142857142,27.928571428571427,34.142857142857146
air_36bcf77d3382d36e,2017-01-19,19,Thursday,0,1,19,2017,3,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,25.0,16.0,23.0,24.0,29.0,28.571428571428573,34.5
air_36bcf77d3382d36e,2017-01-20,24,Friday,0,1,20,2017,3,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,19.0,16.0,28.0,33.0,29.428571428571427,28.285714285714285,34.32142857142857
air_36bcf77d3382d36e,2017-01-21,57,Saturday,0,1,21,2017,3,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,24.0,55.0,21.0,64.0,30.571428571428573,28.0,34.0
air_36bcf77d3382d36e,2017-01-22,49,Sunday,0,1,22,2017,3,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,57.0,55.0,39.0,81.0,30.857142857142858,30.571428571428573,33.75
air_36bcf77d3382d36e,2017-01-23,16,Monday,0,1,23,2017,4,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,49.0,17.0,41.0,55.0,30.0,31.285714285714285,32.607142857142854
air_36bcf77d3382d36e,2017-01-24,35,Tuesday,0,1,24,2017,4,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,16.0,19.0,33.0,22.0,29.857142857142858,29.5,31.214285714285715
air_36bcf77d3382d36e,2017-01-25,22,Wednesday,0,1,25,2017,4,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,35.0,25.0,12.0,19.0,32.142857142857146,29.642857142857142,31.678571428571427
air_36bcf77d3382d36e,2017-01-26,19,Thursday,0,1,26,2017,4,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,22.0,19.0,16.0,36.0,31.714285714285715,30.357142857142858,31.785714285714285
air_36bcf77d3382d36e,2017-01-27,29,Friday,0,1,27,2017,4,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,19.0,24.0,16.0,37.0,31.714285714285715,30.571428571428573,31.178571428571427
air_36bcf77d3382d36e,2017-01-28,74,Saturday,0,1,28,2017,4,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,29.0,57.0,55.0,37.0,32.42857142857143,31.5,30.892857142857142
air_36bcf77d3382d36e,2017-01-29,63,Sunday,0,1,29,2017,4,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,74.0,49.0,55.0,60.0,34.857142857142854,32.857142857142854,32.214285714285715
air_36bcf77d3382d36e,2017-01-30,7,Monday,0,1,30,2017,5,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,63.0,16.0,17.0,55.0,36.857142857142854,33.42857142857143,32.32142857142857
air_36bcf77d3382d36e,2017-01-31,31,Tuesday,0,1,31,2017,5,1,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,7.0,35.0,19.0,27.0,35.57142857142857,32.714285714285715,30.607142857142858
air_36bcf77d3382d36e,2017-02-01,13,Wednesday,0,2,1,2017,5,2,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,31.0,22.0,25.0,16.0,35.0,33.57142857142857,30.75
air_36bcf77d3382d36e,2017-02-02,18,Thursday,0,2,2,2017,5,3,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,13.0,19.0,19.0,23.0,33.714285714285715,32.714285714285715,30.642857142857142
air_36bcf77d3382d36e,2017-02-03,32,Friday,0,2,3,2017,5,4,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,18.0,29.0,24.0,28.0,33.57142857142857,32.642857142857146,30.464285714285715
air_36bcf77d3382d36e,2017-02-04,58,Saturday,0,2,4,2017,5,5,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,32.0,74.0,57.0,21.0,34.0,33.214285714285715,30.607142857142858
air_36bcf77d3382d36e,2017-02-05,45,Sunday,0,2,5,2017,5,6,1,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,58.0,63.0,49.0,39.0,31.714285714285715,33.285714285714285,31.928571428571427
air_36bcf77d3382d36e,2017-02-06,25,Monday,0,2,6,2017,6,0,0,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,0.0,0.0,0.0,0.0,0,45.0,7.0,16.0,41.0,29.142857142857142,33.0,32.142857142857146
